,"g: 13.4, ext_rate: 2.0","g: 9.4, ext_rate: 2.0","g: 6.3, ext_rate: 2.0"
0,-0.02023956305167594,-0.011376331067264996,-0.00819230010038692
1,-0.0038166331383481795,-0.0017639326171912872,0.0018215153733575197
2,-0.02036371396973168,-0.006166907735162639,-0.005747650159466944
3,-0.036364025039931656,-0.007829407616899028,-0.00834698303832093
4,-0.04823986847860954,-0.012088585934656617,-0.010368721120402168
5,-0.04870861904958587,-0.012936008336796723,-0.0073961327182810255
6,-0.0463875518933222,-0.010881085294551774,-0.0019844738294127985
7,-0.03567882233210929,-0.006748763937594655,0.0003530362097958593
8,-0.012251592907568123,-0.0028355129739108106,-0.0008921382954890965
9,0.009285855379345566,-0.0017476700885843942,-0.003273447928649308
10,0.01998447555302421,-0.0013393080720158017,-0.003516845436540711
11,0.024687560725064915,-0.0003338199029395592,-0.0004198830875262252
12,0.03225228782509927,0.0010540372314070908,0.004331898341507572
13,0.04167527625685009,0.0019103469065212268,0.00971575099734517
14,0.04650724149787156,0.0004580166689838254,0.014473640403781086
15,0.042886314929566655,0.001111185531208177,0.015930201206918092
16,0.03534641035349956,0.003794631962192616,0.012654448769993424
17,0.028836445109982484,0.00540332589197456,0.006293605213215131
18,0.016650092586658814,0.006659521266019303,-0.0003675476777837708
19,0.003701888741362855,0.010002920963774276,-0.0037201549006081903
20,-0.007068439606077139,0.01168653804715512,-0.0052647006084477355
21,-0.007919532602652291,0.009430159366813965,-0.004103282850645565
22,0.0012993326267328664,0.004164409625649595,-0.0028661663756129035
23,0.007525749462487599,-0.003654445196963076,-0.0037334585458856867
24,0.009832777552156216,-0.008551271603164943,-0.004822602008938692
25,0.008320737251372202,-0.007064287902650585,-0.004666191042709551
26,2.726135800091994e-05,-0.0013563158198570662,-0.006291105741047742
27,-0.010637535317472767,0.003182243033930401,-0.008624484008863552
28,-0.013999773027041966,0.005893039062702329,-0.0062674354107789204
29,-0.014232155110934239,0.005711946471696437,-0.00257026910227176
30,-0.02404584015473008,0.00018851209187334983,-4.601526429108884e-05
31,-0.039396570894382685,-0.004347878092532257,0.0017835235460645412
32,-0.050904496012974365,-0.0014237041669497043,0.0003308418451181014
33,-0.051960769075393945,0.0049817374001868515,-0.0027592838501516565
34,-0.042776710069762656,0.006385202749110145,-0.003970187151900484
35,-0.021802123821957085,0.0031427167107862244,-0.002589503688764584
36,-0.0016306723848276486,0.002638293940930143,-0.00039944497561448036
37,0.007878937926038417,0.002635011462533594,0.0010376735437927292
38,0.006082860566618177,-0.001081673657095264,-0.0013607292612280864
39,-0.007246619238510337,-0.003400404886676376,0.0005331365675016276
40,-0.021277111413810938,-0.002695721051491393,0.010462744733752617
41,-0.029906937566523573,-0.002159743317335826,0.018275907583273753
42,-0.03940870800851684,-0.0025195030266263532,0.019986127355727874
43,-0.046396913470203006,-0.006037680410352294,0.019072602309832206
44,-0.04401498652630239,-0.010127737097959447,0.016192417662270427
45,-0.028383407924565424,-0.011847271584064196,0.012378762964917724
46,-0.0022128818833630514,-0.012966032274753023,0.006647912882875657
47,0.01713472841819219,-0.011309691926705624,0.0036744290168607687
48,0.01676705958815447,-0.0077392644431604,0.004476855368939928
49,0.005912789154584351,-0.005930823975291019,0.003711104479833757
50,-0.00495955897657541,-0.004864307076115973,0.0003259342767721906
51,-0.01508551017802526,-0.0008577296987208034,-0.0011580106007563257
52,-0.02077161945126045,0.007322065130008445,-0.00016616191825353808
53,-0.024790298096475476,0.012973519997367183,0.00016546716384946173
54,-0.016443374117167005,0.012565391456538108,-0.0016569102217341653
55,0.01011782378458989,0.010119629668914883,-0.005642653713696221
56,0.03749199927950628,0.007705105283569758,-0.010244510248949871
57,0.053952246814575125,0.006644890099178413,-0.008152984732537756
58,0.05618580270398668,0.007543295877545135,-0.0009197941383548853
59,0.04422798627977763,0.010863503925244792,0.005621586325784019
60,0.030946641318278893,0.015449089875810913,0.007809277234847308
61,0.02890532487882922,0.019140516180838372,0.0045680285735622975
