,"g: 13.4, ext_rate: 2.0","g: 9.4, ext_rate: 2.0","g: 6.3, ext_rate: 2.0"
0,0.02792696433050545,-0.0037736852948010904,-0.00911808850591363
1,0.04817031262778763,0.00801250432980619,0.0006808220991210103
2,0.042540374747746815,0.0030048497712024534,-0.000733414376783029
3,0.03364998027999033,0.0015227599634826182,-0.0010509186166534285
4,0.013815216073088128,-0.0007501506766366797,-0.003232326992567383
5,0.001811863577442595,-0.001390653008570827,-0.003956935721594226
6,-0.0021274662114394113,-0.0004132238062138324,-0.002766552473624869
7,-0.006988051848654561,0.0020610791477305244,-0.0009975426547187286
8,-0.011229461671014174,0.002939417806080632,-0.00020364617693244063
9,-0.012676731714996664,0.0027525310722573016,0.00040711314052462543
10,-0.013800880713425992,0.0024618589215744395,0.0010999210235414154
11,-0.016052383248312985,0.0014490672726046624,0.0017408273466618942
12,-0.02235859971909732,-0.000668599154309074,0.0015635053116302591
13,-0.032206000151625766,-0.003182774711523161,0.0006226910013458665
14,-0.042424479446177644,-0.003265201953821003,-0.0007098419973888243
15,-0.047649630296733476,-0.0007608087638558684,-0.0010148470467998085
16,-0.047656800019077565,0.0013720261192223752,0.0004735642037181341
17,-0.047537834616803575,0.002176986883416626,0.002077357702980236
18,-0.04716822000144699,0.0007317290685608562,0.002420654410722315
19,-0.043595790692203124,-0.0030778268397146833,0.0017340096336945594
20,-0.03143082125657858,-0.0058008174921258685,0.0011324763669827707
21,-0.0178162498761321,-0.005339849726091527,0.0024462747472410234
22,-0.014044179396458197,-0.0037564537286249554,0.00423816824881855
23,-0.017148103967026714,-0.001762050087025123,0.004029522393323063
24,-0.02141110979086191,-0.0009595653946492791,0.0027431950086696786
25,-0.023934106154942073,-0.0024294969515458904,0.0016377291125873152
26,-0.028125772208979934,-0.0033505841871039766,0.000651824019390275
27,-0.03025508284050524,-0.0017701148933361374,-0.0004669047760427393
28,-0.024904845990806557,0.00041165397914365363,-0.001190962515451729
29,-0.01156609947828488,-0.00012441683747849285,-0.0008114698355304834
30,0.005924759490971591,-0.0026561799703366923,-0.0003397882151839221
31,0.016107212947526012,-0.0046240894668539015,0.0002223996784974721
32,0.01732516684012021,-0.004322356823762804,0.0009251610488811823
33,0.012056377082327825,-0.0022374849515011523,0.0006053383122946326
34,0.0053373079606997675,0.00023492457714192455,-0.00033269651052446743
35,-0.0009935346660512434,0.0014614764251009947,-0.0020205988500023885
36,-0.004582958231002987,0.002574519437745286,-0.0028879838801852764
37,-0.0011654598516732564,0.0039609643698951345,-0.002419773796655381
38,0.006702128064934929,0.004007228646801148,-0.0021420627662284506
39,0.01343547506616614,0.002548468723630737,-0.0017362142441417073
40,0.01377330255312789,0.0015741920426963708,-0.0012589418245321944
41,0.006732426913220693,0.0012396408396893213,-0.0008441285517462038
42,-0.0069127847925932115,0.001246698678555587,-0.001001660476916703
43,-0.018557570646274238,0.0018080539855854626,-0.002883588545476307
44,-0.028211584294545282,0.0025768660197694917,-0.0052369476790008525
45,-0.032350147010233365,0.0029314910213078713,-0.007058468887117281
46,-0.02723369819048949,0.0038463108274181196,-0.006229629247962917
47,-0.013591511821394545,0.0032415493920757046,-0.0032786216925009925
48,-0.0001796246675019371,0.0018719935896198982,-0.000694395714744927
49,0.009734435237855686,0.0023401279372705593,0.0005190984450765584
50,0.02423419670965693,0.0024489330618697193,0.0005026269189313631
51,0.040160917378089814,0.001368406259942748,-2.3434595198687523e-05
52,0.046442734838391224,0.000958568705561563,-0.0007587228437942733
53,0.040693462947983594,0.00045943966865919606,-0.0012228448804506402
54,0.030876024187586944,0.00030422776329981345,-0.0008217951349883108
55,0.02385722531860642,4.520229639269609e-05,-7.138836910982555e-05
56,0.020168115508293255,-0.0005730303872281215,0.00032868240262013407
57,0.015162661922756402,-0.00044560206352107297,1.4688953167255083e-05
58,0.0067101043755311085,-0.00010347576812946813,3.492077457036944e-05
59,0.0017216992182422595,0.00018534012795496323,0.0007499956779968405
60,0.004521027661453078,0.0009582963632986227,0.002218206113644692
61,0.013478565267066828,0.0021332850872769695,0.004543100349402789
62,0.022300203408916242,0.0044033350368680715,0.006342211419261638
63,0.02541685387968217,0.007744637064373604,0.006053678236198616
64,0.017546536116823844,0.011065975585536878,0.004725612188717493
65,0.004585115009700595,0.010811350532726699,0.0031904300223224756
66,-0.005161980541940173,0.006209315374813961,0.001968411943245
67,-0.008255877643262579,-0.0005683949435437994,0.0008794224069327989
68,-0.006377362057993972,-0.004800194390401398,5.267946758939945e-05
69,0.0010376937862023076,-0.004913802462085495,-0.0008621497840664876
70,0.011706913049879291,-0.0029614964142491013,-0.0012723371626909574
71,0.023790373527347624,-0.0003507960506770227,-0.0011726749433729601
72,0.028919130981030137,0.0007699227582771237,-0.001525842192383281
73,0.02207666162149642,8.01109960266405e-06,-0.0019238524383538961
74,0.008728766541501912,-0.002330581487043564,-0.0013180259033727796
75,-0.0030838224758829693,-0.003856508425616394,-0.00020276682236032646
76,-0.00962903410173856,-0.004453330987086269,-0.0002452497173180224
77,-0.012314713388608633,-0.003774969947591682,-0.0009620074487588019
78,-0.013086492613814506,-0.002343852166659201,-0.001961142493999198
79,-0.011511371042950483,-0.0007473846024960462,-0.0038369473596678054
80,-0.004478042307933195,-0.0006103871085341055,-0.005645263849403676
81,0.00424830575553945,-0.0027544865279159553,-0.0062060357079979644
82,0.008539237498019757,-0.003918998935180759,-0.006418967279159364
83,0.006021130240630201,-0.0034838205529818785,-0.005803064170737085
84,0.004576703192342644,-0.0018385763673009153,-0.0038371659285738884
85,0.0036455622601524115,0.0010665529740948444,-0.0005458037198087912
86,0.001249216744164055,0.002758362054378487,0.0020398798071469045
87,-0.0010952926805922814,0.0021726244773825577,0.0035136404428081787
88,-0.006912436441244361,0.0008113256757922978,0.004515508165833313
89,-0.017279370953402838,-0.0005445824087797907,0.004454366087111706
90,-0.018369961352019685,-0.002125759815449854,0.003691798673302217
91,-0.009510314912897134,-0.00400468032935876,0.0009974484320376704
92,-0.005852404278138299,-0.004762086961249776,-0.002195469615713317
93,-0.007729888489265073,-0.0037028500899605613,-0.003511551570717275
94,-0.005649918549310962,-0.0016491322585453203,-0.002588794489227626
95,0.004341958853566119,0.0005104661522423819,-0.0011197459783659624
96,0.01615166781969276,0.0010284484027615075,0.001000067528657005
97,0.021840475432608995,0.0006402511693773259,0.0033744832993847875
98,0.01898227481737368,0.0013492734188026983,0.0035804720829309277
99,0.01008030933688646,0.002605464819552032,0.0024075137736718757
100,-0.00037971874764382844,0.0034336550769615915,0.002580396310245854
101,-0.010671568056022505,0.0035157977106474608,0.004586690519603342
102,-0.02018160360206668,0.0020172785243832455,0.006290785789799945
103,-0.01988833645479492,-0.0006062243964131097,0.005640645072084783
104,-0.013723263002262846,-0.003096940127897571,0.003835372568402481
105,-0.007849457318999902,-0.003599787448832457,0.0032658725449044323
106,-0.007783412729793523,-0.0028415260500162633,0.004007170062320193
107,-0.009916171724151775,-0.0023625738565489006,0.004290140802581393
108,-0.012318293996519984,-0.001332486265761753,0.002488559702274026
109,-0.013898264633436772,-0.0008463695732640122,-0.00041192719640716774
110,-0.012600293917297249,-0.0011883094932745258,-0.0025162937492127935
111,-0.011443161271575502,-0.0002632491200924422,-0.0027453510650742334
112,-0.012903441117127299,0.0018053958117998491,-0.001439283778988662
113,-0.00966022757503119,0.0032459729639449804,-0.00031455615590591726
114,0.002392066157735469,0.0032864446854351487,-0.00011199039695707995
115,0.015277778299166406,0.0035516161163675138,0.00029106809307661403
116,0.018288500334847108,0.004624630623544787,0.0005907815921079182
117,0.014467598871163445,0.004314935453931732,0.000376367314764295
118,0.012594229579839312,0.0020460153529113707,-0.0010876967122312863
119,0.014713009831788311,-0.0005795192266292196,-0.0018799186003445503
120,0.017847001975512814,-0.0015036087955563882,-0.0021961374589424348
121,0.017985371852144667,-0.0004929655124863417,-0.000979101682899681
122,0.018890291903938216,0.0007766027213016319,0.0014014438537995094
123,0.020179520032615743,0.0007143750703050874,0.002846612915402291
124,0.01714727519864032,-0.0005540058985980506,0.0029930272776293797
125,0.008340933548423867,-0.0016824809456499421,0.0015162271627716438
126,-0.0018396694125075907,-0.0021410823526412897,-0.0006485270090426088
127,-0.0026858203236448932,-0.003714404595853075,-0.0024232073359332106
128,0.00028531188846822104,-0.004892087076298305,-0.0033440091399374186
129,0.005264530609601581,-0.003974916048994019,-0.0025351554952652926
130,0.016079260133109625,-0.002419971571190337,-0.0015953584290548596
131,0.021746652276730755,-0.0017614175028700923,-0.0015515325382031763
132,0.017534055777033482,-0.0018337284476519498,-0.0013461203085394086
133,0.0037377282899575997,-0.002177407974411368,-0.0015001862300380317
134,-0.016627275627269546,-0.0026204811518566904,-0.0021057227975713366
135,-0.029291336963996113,-0.002370570390063428,-0.0020601793795961307
136,-0.0249371242515667,-0.001269359091044247,-0.0010064325781599648
137,-0.01091903063732754,-0.00014572674981081768,-0.00020229333683163467
138,0.0025739696021828524,0.0013690732302727331,0.0005008432304166273
139,0.01203200956765661,0.002850808043682504,0.0012517375879736719
