,"g: 13.4, ext_rate: 2.0","g: 9.4, ext_rate: 2.0","g: 6.3, ext_rate: 2.0"
0,-0.008232075440350923,0.0004408256188224666,-0.010520539132009918
1,0.03378608167422853,0.031964599553666796,0.011223354773141188
2,0.07027726869215424,0.057022258485184975,0.029047917863911567
3,0.10634347593171524,0.08052853316097706,0.04863987617590728
4,0.10251736304471908,0.07129096549379567,0.045098911139426406
5,0.06531842363714527,0.04358985909927152,0.026486978759234364
6,0.017282433070488813,0.0125163022156406,0.004876411113962273
7,-0.020229438238150498,-0.010949069874439393,-0.008426422947694422
8,-0.043305308708212295,-0.023893316631987255,-0.012901914363639322
9,-0.044149381646871974,-0.026563785335384393,-0.011934551038977144
10,-0.03373622104144451,-0.021810919651355804,-0.009331326186192
11,-0.024870478490101097,-0.015184597998329944,-0.006161767002954644
12,-0.019108415822124213,-0.011604211545471262,-0.00412102725150187
13,-0.018145477373627095,-0.01129527385296295,-0.005061125402572328
14,-0.029415083184481723,-0.012608009593486038,-0.007581302281194236
15,-0.04963659908076004,-0.01575253112977896,-0.00949327859842017
16,-0.060175834784021054,-0.019078596795538014,-0.010227989609343905
17,-0.06108051577830057,-0.02014941515218396,-0.01092250964674434
18,-0.056168622716661794,-0.021345822748874664,-0.011401385819783224
19,-0.05136516169008267,-0.024867451579461877,-0.009882022882934556
20,-0.052019256921351814,-0.02531683842942965,-0.007133207020409018
21,-0.05293114920874142,-0.019139388221759687,-0.0037775981407503914
22,-0.054455232363858824,-0.008390775489377916,0.0008089832796913683
23,-0.06421251576650067,-0.0015817954594184646,0.0035096678204607707
24,-0.07019354170067549,-0.0030782208462452215,0.002181560200557059
25,-0.06960492533319841,-0.00981947832592739,-0.0021113879382275045
26,-0.0631701544831027,-0.014342661878046059,-0.005419825466934075
27,-0.04472449627408669,-0.012164088347450887,-0.007142249206015103
28,-0.022868204905023462,-0.006263378044300613,-0.006689601039010982
29,-0.01237945556490181,-0.0017835250445230623,-0.004762805849780077
30,-0.010926612294727177,-0.0016666672458583672,-0.002897222912986575
31,-0.007325814102556553,-0.003455383216167971,-0.0016399059984660838
